Date,TOD,Number
3/3/18,M,6290
2/6/18,M,6963
4/21/18,E,1013
3/27/18,E,8319
3/2/18,E,3382
2/5/18,E,0376
4/21/18,M,4476
3/27/18,M,0972
3/2/18,M,4067
2/5/18,M,3216
4/20/18,E,5351
3/26/18,E,6230
3/1/18,E,7895
2/4/18,E,4681
4/20/18,M,2131
3/26/18,M,3853
3/1/18,M,8010
2/4/18,M,4391
4/19/18,E,2428
3/25/18,E,9912
2/28/18,E,6891
2/3/18,E,6657
4/19/18,M,2380
3/25/18,M,6998
2/28/18,M,9684
2/3/18,M,1229
4/18/18,E,7120
3/24/18,E,3319
2/27/18,E,8941
2/2/18,E,5533
4/18/18,M,6177
3/24/18,M,6570
2/27/18,M,0904
2/2/18,M,3692
4/17/18,E,1635
3/23/18,E,9597
2/26/18,E,1870
2/1/18,E,6662
4/17/18,M,3870
3/23/18,M,4680
2/26/18,M,8787
2/1/18,M,0281
4/16/18,E,8604
3/22/18,E,8007
2/25/18,E,7148
1/31/18,E,0650
4/16/18,M,3902
3/22/18,M,7769
2/25/18,M,7773
1/31/18,M,7857
4/15/18,E,2924
3/21/18,E,8361
2/24/18,E,4634
1/30/18,E,4167
4/15/18,M,4743
3/21/18,M,9339
2/24/18,M,3314
1/30/18,M,2316
4/14/18,E,8392
3/20/18,E,4531
2/23/18,E,4317
1/29/18,E,1971
4/14/18,M,7132
3/20/18,M,2181
2/23/18,M,5172
1/29/18,M,7250
4/13/18,E,1704
3/19/18,E,5503
2/22/18,E,3976
1/28/18,E,8429
4/13/18,M,9745
3/19/18,M,9247
2/22/18,M,2424
1/28/18,M,0930
4/12/18,E,3946
3/18/18,E,9311
2/21/18,E,7381
1/27/18,E,3526
4/12/18,M,0854
3/18/18,M,3385
2/21/18,M,9245
1/27/18,M,6248
4/11/18,E,5570
3/17/18,E,6438
2/20/18,E,5990
1/26/18,E,7346
4/11/18,M,1707
3/17/18,M,2432
2/20/18,M,9041
1/26/18,M,8050
4/10/18,E,7785
3/16/18,E,2074
2/19/18,E,4363
1/25/18,E,5453
4/10/18,M,2538
3/16/18,M,3797
2/19/18,M,6907
1/25/18,M,7520
4/9/18,E,6584
3/15/18,E,1409
2/18/18,E,9789
1/24/18,E,0659
4/9/18,M,9850
3/15/18,M,4140
2/18/18,M,8876
1/24/18,M,6851
4/8/18,E,8677
3/14/18,E,9020
2/17/18,E,3160
1/23/18,E,3572
4/8/18,M,5438
3/14/18,M,8615
2/17/18,M,7816
1/23/18,M,7331
4/7/18,E,3039
3/13/18,E,0090
2/16/18,E,3667
1/22/18,E,5365
4/7/18,M,8594
3/13/18,M,0620
2/16/18,M,6867
1/22/18,M,5049
4/6/18,E,9870
3/12/18,E,2216
2/15/18,E,6713
1/21/18,E,0636
4/6/18,M,4434
3/12/18,M,7049
2/15/18,M,3037
1/21/18,M,3960
1/20/18,E,1868
12/26/17,E,2665
12/1/17,E,8222
11/6/17,E,3672
1/20/18,M,3267
12/26/17,M,6777
12/1/17,M,4879
11/6/17,M,4568
1/19/18,E,1769
12/25/17,E,2024
11/30/17,E,9831
11/5/17,E,5190
1/19/18,M,4428
12/25/17,M,0009
11/30/17,M,9212
11/5/17,M,8756
1/18/18,E,7637
12/24/17,E,8392
11/29/17,E,4215
11/4/17,E,7893
1/18/18,M,0333
12/24/17,M,7895
11/29/17,M,6085
11/4/17,M,9695
1/17/18,E,7785
12/23/17,E,2901
11/28/17,E,7348
11/3/17,E,2790
1/17/18,M,9123
12/23/17,M,4155
11/28/17,M,9557
11/3/17,M,2752
1/16/18,E,7709
12/22/17,E,4776
11/27/17,E,6415
11/2/17,E,0285
1/16/18,M,0158
12/22/17,M,4470
11/27/17,M,7161
11/2/17,M,5789
1/15/18,E,3173
12/21/17,E,9176
11/26/17,E,6707
11/1/17,E,8922
1/15/18,M,2397
12/21/17,M,6469
11/26/17,M,2115
11/1/17,M,9770
1/14/18,E,9372
12/20/17,E,7094
11/25/17,E,0588
10/31/17,E,3192
1/14/18,M,2161
12/20/17,M,2938
11/25/17,M,1288
10/31/17,M,3675
1/13/18,E,4692
12/19/17,E,5262
11/24/17,E,3300
10/30/17,E,7719
1/13/18,M,5966
12/19/17,M,0325
11/24/17,M,3983
10/30/17,M,6569
1/12/18,E,3644
12/18/17,E,0074
11/23/17,E,1624
10/29/17,E,5052
1/12/18,M,7671
12/18/17,M,8850
11/23/17,M,2039
10/29/17,M,2960
1/11/18,E,9228
12/17/17,E,6310
11/22/17,E,9156
10/28/17,E,7820
1/11/18,M,5161
12/17/17,M,6527
11/22/17,M,3688
10/28/17,M,2278
1/10/18,E,1335
12/16/17,E,9754
11/21/17,E,7300
10/27/17,E,8686
1/10/18,M,7304
12/16/17,M,3650
11/21/17,M,0663
10/27/17,M,3184
1/9/18,E,6767
12/15/17,E,1492
11/20/17,E,0678
10/26/17,E,9862
1/9/18,M,5145
12/15/17,M,0000
11/20/17,M,8543
10/26/17,M,9990
1/8/18,E,6153
12/14/17,E,1382
11/19/17,E,7896
10/25/17,E,4431
1/8/18,M,0360
12/14/17,M,8399
11/19/17,M,0153
10/25/17,M,3198
1/7/18,E,8789
12/13/17,E,2681
11/18/17,E,3340
10/24/17,E,2561
1/7/18,M,4022
12/13/17,M,7036
11/18/17,M,2129
10/24/17,M,7212
1/6/18,E,9173
12/12/17,E,2558
11/17/17,E,1619
10/23/17,E,7671
1/6/18,M,3388
12/12/17,M,4984
11/17/17,M,9359
10/23/17,M,9920
1/5/18,E,6075
12/11/17,E,7181
11/16/17,E,1567
10/22/17,E,7963
1/5/18,M,5623
12/11/17,M,1266
11/16/17,M,8409
10/22/17,M,5684
1/4/18,E,8841
12/10/17,E,3348
11/15/17,E,2295
10/21/17,E,7465
1/4/18,M,7586
12/10/17,M,6742
11/15/17,M,7286
10/21/17,M,9804
1/3/18,E,3807
12/9/17,E,3516
11/14/17,E,6850
10/20/17,E,2687
1/3/18,M,2610
12/9/17,M,1038
11/14/17,M,6985
10/20/17,M,2368
1/2/18,E,4851
12/8/17,E,8617
11/13/17,E,7522
10/19/17,E,1869
1/2/18,M,0805
12/8/17,M,6168
11/13/17,M,2735
10/19/17,M,0701
1/1/18,E,8900
12/7/17,E,3441
11/12/17,E,1648
10/18/17,E,5280
1/1/18,M,2543
12/7/17,M,3131
11/12/17,M,3351
10/18/17,M,8349
12/31/17,E,7919
12/6/17,E,4595
11/11/17,E,9821
10/17/17,E,0703
12/31/17,M,3551
12/6/17,M,3126
11/11/17,M,7032
10/17/17,M,5419
12/30/17,E,7069
12/5/17,E,0261
11/10/17,E,2979
10/16/17,E,0810
12/30/17,M,2027
12/5/17,M,5656
11/10/17,M,2772
10/16/17,M,7928
12/29/17,E,1693
12/4/17,E,0885
11/9/17,E,8415
10/15/17,E,8584
12/29/17,M,4022
12/4/17,M,9878
11/9/17,M,2179
10/15/17,M,0490
12/28/17,E,2801
12/3/17,E,8937
11/8/17,E,2068
10/14/17,E,0674
12/28/17,M,6483
12/3/17,M,9512
11/8/17,M,0944
10/14/17,M,3604
12/27/17,E,8871
12/2/17,E,9887
11/7/17,E,2464
10/13/17,E,4258
12/27/17,M,4964
12/2/17,M,6898
11/7/17,M,8090
10/13/17,M,0082
10/12/17,E,7720
9/17/17,E,9181
8/23/17,E,7774
7/29/17,E,3360
10/12/17,M,0321
9/17/17,M,0551
8/23/17,M,7804
7/29/17,M,0373
10/11/17,E,5567
9/16/17,E,6770
8/22/17,E,1416
7/28/17,E,4786
10/11/17,M,3270
9/16/17,M,0946
8/22/17,M,3368
7/28/17,M,1047
10/10/17,E,9591
9/15/17,E,4712
8/21/17,E,3265
7/27/17,E,6703
10/10/17,M,2998
9/15/17,M,5248
8/21/17,M,1095
7/27/17,M,2533
10/9/17,E,5340
9/14/17,E,1107
8/20/17,E,3776
7/26/17,E,0485
10/9/17,M,8792
9/14/17,M,2965
8/20/17,M,0872
7/26/17,M,1018
10/8/17,E,4658
9/13/17,E,5314
8/19/17,E,8522
7/25/17,E,2674
10/8/17,M,5019
9/13/17,M,2829
8/19/17,M,9719
7/25/17,M,0147
10/7/17,E,2633
9/12/17,E,4366
8/18/17,E,9045
7/24/17,E,6122
10/7/17,M,4003
9/12/17,M,9154
8/18/17,M,0549
7/24/17,M,0026
10/6/17,E,0689
9/11/17,E,7159
8/17/17,E,6048
7/23/17,E,3282
10/6/17,M,2272
9/11/17,M,0434
8/17/17,M,5947
7/23/17,M,3692
10/5/17,E,5569
9/10/17,E,2103
8/16/17,E,2234
7/22/17,E,6410
10/5/17,M,9947
9/10/17,M,4410
8/16/17,M,9729
7/22/17,M,9220
10/4/17,E,0081
9/9/17,E,3339
8/15/17,E,2736
7/21/17,E,7413
10/4/17,M,7724
9/9/17,M,2288
8/15/17,M,4428
7/21/17,M,2660
10/3/17,E,9890
9/8/17,E,0578
8/14/17,E,9176
7/20/17,E,1523
10/3/17,M,7696
9/8/17,M,2911
8/14/17,M,4528
7/20/17,M,5041
10/2/17,E,0801
9/7/17,E,1455
8/13/17,E,7101
7/19/17,E,5853
10/2/17,M,5915
9/7/17,M,2780
8/13/17,M,1503
7/19/17,M,3792
10/1/17,E,2988
9/6/17,E,7310
8/12/17,E,8737
7/18/17,E,6937
10/1/17,M,9903
9/6/17,M,1301
8/12/17,M,7177
7/18/17,M,2174
9/30/17,E,0775
9/5/17,E,6285
8/11/17,E,6566
7/17/17,E,1197
9/30/17,M,5366
9/5/17,M,9222
8/11/17,M,5688
7/17/17,M,7533
9/29/17,E,0093
9/4/17,E,1413
8/10/17,E,5723
7/16/17,E,3714
9/29/17,M,9556
9/4/17,M,5854
8/10/17,M,3139
7/16/17,M,2515
9/28/17,E,8415
9/3/17,E,2635
8/9/17,E,1034
7/15/17,E,1660
9/28/17,M,4563
9/3/17,M,1911
8/9/17,M,6491
7/15/17,M,6662
9/27/17,E,0340
9/2/17,E,8023
8/8/17,E,0377
7/14/17,E,0061
9/27/17,M,5615
9/2/17,M,1215
8/8/17,M,7192
7/14/17,M,4282
9/26/17,E,7313
9/1/17,E,8055
8/7/17,E,9430
7/13/17,E,7848
9/26/17,M,5003
9/1/17,M,0406
8/7/17,M,1286
7/13/17,M,6834
9/25/17,E,8172
8/31/17,E,7378
8/6/17,E,1692
7/12/17,E,8584
9/25/17,M,0692
8/31/17,M,4378
8/6/17,M,8432
7/12/17,M,4338
9/24/17,E,6992
8/30/17,E,3115
8/5/17,E,8502
7/11/17,E,0750
9/24/17,M,8916
8/30/17,M,0914
8/5/17,M,6974
7/11/17,M,1010
9/23/17,E,2621
8/29/17,E,5364
8/4/17,E,2159
7/10/17,E,7532
9/23/17,M,0376
8/29/17,M,9302
8/4/17,M,8732
7/10/17,M,8553
9/22/17,E,4566
8/28/17,E,0148
8/3/17,E,0935
7/9/17,E,1622
9/22/17,M,6741
8/28/17,M,1990
8/3/17,M,7579
7/9/17,M,4008
9/21/17,E,2430
8/27/17,E,5134
8/2/17,E,6756
7/8/17,E,9384
9/21/17,M,4754
8/27/17,M,3225
8/2/17,M,7704
7/8/17,M,7340
9/20/17,E,9754
8/26/17,E,7590
8/1/17,E,1333
7/7/17,E,5166
9/20/17,M,6445
8/26/17,M,4872
8/1/17,M,0433
7/7/17,M,0249
9/19/17,E,2774
8/25/17,E,7502
7/31/17,E,7507
7/6/17,E,2030
9/19/17,M,9940
8/25/17,M,6967
7/31/17,M,2217
7/6/17,M,5875
9/18/17,E,8716
8/24/17,E,5469
7/30/17,E,7163
7/5/17,E,7345
9/18/17,M,3334
8/24/17,M,8022
7/30/17,M,1030
7/5/17,M,9490
7/4/17,E,3391
6/9/17,E,6203
5/15/17,E,5873
4/20/17,E,4239
7/4/17,M,3683
6/9/17,M,8150
5/15/17,M,0879
4/20/17,M,6160
7/3/17,E,2605
6/8/17,E,7233
5/14/17,E,2469
4/19/17,E,0781
7/3/17,M,0293
6/8/17,M,6889
5/14/17,M,8629
4/19/17,M,8638
7/2/17,E,2051
6/7/17,E,5360
5/13/17,E,1348
4/18/17,E,9274
7/2/17,M,6890
6/7/17,M,8088
5/13/17,M,5328
4/18/17,M,9122
7/1/17,E,0999
6/6/17,E,6813
5/12/17,E,9662
4/17/17,E,5950
7/1/17,M,0730
6/6/17,M,4926
5/12/17,M,4617
4/17/17,M,2722
6/30/17,E,3175
6/5/17,E,1798
5/11/17,E,4391
4/16/17,E,2008
6/30/17,M,1079
6/5/17,M,8179
5/11/17,M,5156
4/16/17,M,7496
6/29/17,E,8870
6/4/17,E,7094
5/10/17,E,3005
4/15/17,E,4714
6/29/17,M,4193
6/4/17,M,8957
5/10/17,M,8037
4/15/17,M,8058
6/28/17,E,0022
6/3/17,E,0215
5/9/17,E,7873
4/14/17,E,7723
6/28/17,M,8368
6/3/17,M,4293
5/9/17,M,9638
4/14/17,M,3860
6/27/17,E,4699
6/2/17,E,1054
5/8/17,E,6239
4/13/17,E,6566
6/27/17,M,9143
6/2/17,M,1717
5/8/17,M,9653
4/13/17,M,0142
6/26/17,E,4284
6/1/17,E,5656
5/7/17,E,7997
4/12/17,E,3443
6/26/17,M,3042
6/1/17,M,1791
5/7/17,M,6444
4/12/17,M,1839
6/25/17,E,5301
5/31/17,E,3776
5/6/17,E,2317
4/11/17,E,5749
6/25/17,M,2652
5/31/17,M,5098
5/6/17,M,3178
4/11/17,M,7042
6/24/17,E,3550
5/30/17,E,3925
5/5/17,E,7736
4/10/17,E,2925
6/24/17,M,4554
5/30/17,M,3195
5/5/17,M,5738
4/10/17,M,6920
6/23/17,E,5348
5/29/17,E,4458
5/4/17,E,6443
4/9/17,E,3898
6/23/17,M,5269
5/29/17,M,5974
5/4/17,M,2251
4/9/17,M,1888
6/22/17,E,7217
5/28/17,E,6503
5/3/17,E,5362
4/8/17,E,3428
6/22/17,M,6355
5/28/17,M,4101
5/3/17,M,0633
4/8/17,M,0231
6/21/17,E,9835
5/27/17,E,2460
5/2/17,E,7846
4/7/17,E,9702
6/21/17,M,4155
5/27/17,M,6614
5/2/17,M,6730
4/7/17,M,2455
6/20/17,E,0305
5/26/17,E,2529
5/1/17,E,7611
4/6/17,E,7641
6/20/17,M,5218
5/26/17,M,3813
5/1/17,M,4008
4/6/17,M,9905
6/19/17,E,6481
5/25/17,E,5794
4/30/17,E,4498
4/5/17,E,1891
6/19/17,M,5360
5/25/17,M,3552
4/30/17,M,2180
4/5/17,M,2151
6/18/17,E,5392
5/24/17,E,2143
4/29/17,E,3467
4/4/17,E,6574
6/18/17,M,8023
5/24/17,M,2740
4/29/17,M,4216
4/4/17,M,1359
6/17/17,E,7895
5/23/17,E,7438
4/28/17,E,1556
4/3/17,E,7075
6/17/17,M,9660
5/23/17,M,1944
4/28/17,M,8615
4/3/17,M,0960
6/16/17,E,7861
5/22/17,E,0874
4/27/17,E,7789
4/2/17,E,7360
6/16/17,M,6275
5/22/17,M,7629
4/27/17,M,7849
4/2/17,M,7014
6/15/17,E,7546
5/21/17,E,3749
4/26/17,E,1823
4/1/17,E,2176
6/15/17,M,8972
5/21/17,M,0897
4/26/17,M,3183
4/1/17,M,9940
6/14/17,E,0538
5/20/17,E,1629
4/25/17,E,6253
3/31/17,E,5769
6/14/17,M,8404
5/20/17,M,2031
4/25/17,M,5579
3/31/17,M,5265
6/13/17,E,5142
5/19/17,E,0103
4/24/17,E,8074
3/30/17,E,7579
6/13/17,M,5615
5/19/17,M,1076
4/24/17,M,2810
3/30/17,M,1845
6/12/17,E,4624
5/18/17,E,9651
4/23/17,E,3494
3/29/17,E,7116
6/12/17,M,3092
5/18/17,M,7496
4/23/17,M,6601
3/29/17,M,1754
6/11/17,E,9818
5/17/17,E,9495
4/22/17,E,6910
3/28/17,E,5890
6/11/17,M,5206
5/17/17,M,6418
4/22/17,M,9573
3/28/17,M,7859
6/10/17,E,1629
5/16/17,E,5514
4/21/17,E,0412
3/27/17,E,1908
6/10/17,M,0958
5/16/17,M,8613
4/21/17,M,3000
3/27/17,M,7979
3/26/17,E,7666
3/1/17,E,2496
2/4/17,E,2422
1/10/17,E,2817
3/26/17,M,4922
3/1/17,M,0170
2/4/17,M,4532
1/10/17,M,6543
3/25/17,E,9288
2/28/17,E,0261
2/3/17,E,1536
1/9/17,E,2754
3/25/17,M,5793
2/28/17,M,2640
2/3/17,M,1894
1/9/17,M,5023
3/24/17,E,3934
2/27/17,E,0713
2/2/17,E,3413
1/8/17,E,0220
3/24/17,M,6075
2/27/17,M,6704
2/2/17,M,8375
1/8/17,M,3952
3/23/17,E,8774
2/26/17,E,7582
2/1/17,E,0747
1/7/17,E,3992
3/23/17,M,2227
2/26/17,M,2868
2/1/17,M,1266
1/7/17,M,8321
3/22/17,E,6212
2/25/17,E,2208
1/31/17,E,1397
1/6/17,E,3404
3/22/17,M,5962
2/25/17,M,5496
1/31/17,M,2234
1/6/17,M,5424
3/21/17,E,8808
2/24/17,E,8106
1/30/17,E,9986
1/5/17,E,8193
3/21/17,M,2319
2/24/17,M,5635
1/30/17,M,1164
1/5/17,M,8402
3/20/17,E,9610
2/23/17,E,5001
1/29/17,E,3595
1/4/17,E,3698
3/20/17,M,4626
2/23/17,M,4521
1/29/17,M,4564
1/4/17,M,7507
3/19/17,E,0429
2/22/17,E,1055
1/28/17,E,0914
1/3/17,E,6593
3/19/17,M,8446
2/22/17,M,0925
1/28/17,M,5474
1/3/17,M,9398
3/18/17,E,6951
2/21/17,E,4432
1/27/17,E,3165
1/2/17,E,0048
3/18/17,M,2846
2/21/17,M,4010
1/27/17,M,0725
1/2/17,M,2231
3/17/17,E,2577
2/20/17,E,5072
1/26/17,E,1106
1/1/17,E,5205
3/17/17,M,4936
2/20/17,M,2139
1/26/17,M,2922
1/1/17,M,3795
3/16/17,E,4572
2/19/17,E,3842
1/25/17,E,0011
12/31/16,E,9363
3/16/17,M,2358
2/19/17,M,2850
1/25/17,M,0745
12/31/16,M,4928
3/15/17,E,0586
2/18/17,E,5245
1/24/17,E,2138
12/30/16,E,6420
3/15/17,M,0553
2/18/17,M,5446
1/24/17,M,1910
12/30/16,M,2792
3/14/17,E,1387
2/17/17,E,5392
1/23/17,E,3797
12/29/16,E,5868
3/14/17,M,6042
2/17/17,M,2913
1/23/17,M,1865
12/29/16,M,6539
3/13/17,E,8558
2/16/17,E,1157
1/22/17,E,1063
12/28/16,E,6802
3/13/17,M,7950
2/16/17,M,7678
1/22/17,M,6696
12/28/16,M,0311
3/12/17,E,9497
2/15/17,E,1779
1/21/17,E,8494
12/27/16,E,1602
3/12/17,M,9990
2/15/17,M,6728
1/21/17,M,1758
12/27/16,M,2956
3/11/17,E,6070
2/14/17,E,7428
1/20/17,E,1423
12/26/16,E,2076
3/11/17,M,7440
2/14/17,M,4046
1/20/17,M,2602
12/26/16,M,4309
3/10/17,E,0750
2/13/17,E,3414
1/19/17,E,6396
12/25/16,E,5262
3/10/17,M,8204
2/13/17,M,1925
1/19/17,M,0773
12/25/16,M,0261
3/9/17,E,4743
2/12/17,E,2198
1/18/17,E,8772
12/24/16,E,6214
3/9/17,M,7401
2/12/17,M,9182
1/18/17,M,5932
12/24/16,M,4268
3/8/17,E,0065
2/11/17,E,1823
1/17/17,E,8204
12/23/16,E,3935
3/8/17,M,9710
2/11/17,M,6116
1/17/17,M,6020
12/23/16,M,2030
3/7/17,E,4220
2/10/17,E,1325
1/16/17,E,3501
12/22/16,E,0776
3/7/17,M,0907
2/10/17,M,3501
1/16/17,M,3818
12/22/16,M,6643
3/6/17,E,7545
2/9/17,E,1411
1/15/17,E,7533
12/21/16,E,5563
3/6/17,M,0998
2/9/17,M,7319
1/15/17,M,0275
12/21/16,M,4431
3/5/17,E,0093
2/8/17,E,1298
1/14/17,E,0507
12/20/16,E,5188
3/5/17,M,6029
2/8/17,M,6088
1/14/17,M,0986
12/20/16,M,2593
3/4/17,E,2277
2/7/17,E,7943
1/13/17,E,1556
12/19/16,E,2044
3/4/17,M,3408
2/7/17,M,0913
1/13/17,M,0900
12/19/16,M,6452
3/3/17,E,6825
2/6/17,E,7229
1/12/17,E,9127
12/18/16,E,1956
3/3/17,M,5602
2/6/17,M,2368
1/12/17,M,3009
12/18/16,M,5546
3/2/17,E,9473
2/5/17,E,1992
1/11/17,E,9936
12/17/16,E,2430
3/2/17,M,7320
2/5/17,M,7176
1/11/17,M,5108
12/17/16,M,0746
12/16/16,E,6464
11/21/16,E,9271
10/27/16,E,7231
10/2/16,E,8393
12/16/16,M,4273
11/21/16,M,7011
10/27/16,M,4177
10/2/16,M,5044
12/15/16,E,9195
11/20/16,E,3785
10/26/16,E,4325
10/1/16,E,6436
12/15/16,M,1081
11/20/16,M,7195
10/26/16,M,7749
10/1/16,M,8107
12/14/16,E,6326
11/19/16,E,4819
10/25/16,E,2035
9/30/16,E,2662
12/14/16,M,8781
11/19/16,M,3048
10/25/16,M,3278
9/30/16,M,8975
12/13/16,E,4830
11/18/16,E,9898
10/24/16,E,8708
9/29/16,E,0040
12/13/16,M,8572
11/18/16,M,5185
10/24/16,M,6929
9/29/16,M,3410
12/12/16,E,4798
11/17/16,E,2882
10/23/16,E,7890
9/28/16,E,7201
12/12/16,M,3111
11/17/16,M,3845
10/23/16,M,1993
9/28/16,M,4977
12/11/16,E,0992
11/16/16,E,8471
10/22/16,E,6414
9/27/16,E,8661
12/11/16,M,2462
11/16/16,M,7608
10/22/16,M,4748
9/27/16,M,5424
12/10/16,E,6679
11/15/16,E,4236
10/21/16,E,7892
9/26/16,E,6676
12/10/16,M,3423
11/15/16,M,3854
10/21/16,M,9300
9/26/16,M,1618
12/9/16,E,7848
11/14/16,E,8330
10/20/16,E,6035
9/25/16,E,5850
12/9/16,M,5444
11/14/16,M,1706
10/20/16,M,3969
9/25/16,M,1290
12/8/16,E,3221
11/13/16,E,0099
10/19/16,E,5124
9/24/16,E,3918
12/8/16,M,3364
11/13/16,M,5443
10/19/16,M,2361
9/24/16,M,4053
12/7/16,E,7718
11/12/16,E,5827
10/18/16,E,6897
9/23/16,E,9280
12/7/16,M,8928
11/12/16,M,5173
10/18/16,M,7274
9/23/16,M,9312
12/6/16,E,7273
11/11/16,E,0635
10/17/16,E,6115
9/22/16,E,6304
12/6/16,M,7561
11/11/16,M,9726
10/17/16,M,0840
9/22/16,M,3318
12/5/16,E,2825
11/10/16,E,0614
10/16/16,E,5267
9/21/16,E,5027
12/5/16,M,7107
11/10/16,M,3667
10/16/16,M,4694
9/21/16,M,7919
12/4/16,E,5156
11/9/16,E,2663
10/15/16,E,9920
9/20/16,E,8591
12/4/16,M,8980
11/9/16,M,6821
10/15/16,M,2566
9/20/16,M,8127
12/3/16,E,3174
11/8/16,E,3829
10/14/16,E,4505
9/19/16,E,3935
12/3/16,M,9543
11/8/16,M,0415
10/14/16,M,5981
9/19/16,M,8081
12/2/16,E,9701
11/7/16,E,9889
10/13/16,E,1611
9/18/16,E,3061
12/2/16,M,9833
11/7/16,M,2103
10/13/16,M,1936
9/18/16,M,9196
12/1/16,E,1969
11/6/16,E,8068
10/12/16,E,4364
9/17/16,E,3741
12/1/16,M,9300
11/6/16,M,6855
10/12/16,M,5888
9/17/16,M,5890
11/30/16,E,2854
11/5/16,E,2184
10/11/16,E,5838
9/16/16,E,8496
11/30/16,M,7143
11/5/16,M,8320
10/11/16,M,2784
9/16/16,M,6014
11/29/16,E,9580
11/4/16,E,4482
10/10/16,E,9891
9/15/16,E,1911
11/29/16,M,5452
11/4/16,M,5654
10/10/16,M,9358
9/15/16,M,8564
11/28/16,E,5774
11/3/16,E,7032
10/9/16,E,4406
9/14/16,E,0661
11/28/16,M,7638
11/3/16,M,0484
10/9/16,M,5713
9/14/16,M,3098
11/27/16,E,5402
11/2/16,E,2375
10/8/16,E,3104
9/13/16,E,2832
11/27/16,M,0700
11/2/16,M,1558
10/8/16,M,5857
9/13/16,M,7423
11/26/16,E,9725
11/1/16,E,9521
10/7/16,E,8383
9/12/16,E,2362
11/26/16,M,2625
11/1/16,M,8100
10/7/16,M,1473
9/12/16,M,0788
11/25/16,E,0512
10/31/16,E,7390
10/6/16,E,0073
9/11/16,E,4421
11/25/16,M,0517
10/31/16,M,7779
10/6/16,M,1356
9/11/16,M,5450
11/24/16,E,1468
10/30/16,E,8835
10/5/16,E,2642
9/10/16,E,0371
11/24/16,M,6386
10/30/16,M,1729
10/5/16,M,0014
9/10/16,M,9581
11/23/16,E,1544
10/29/16,E,2907
10/4/16,E,5708
9/9/16,E,8709
11/23/16,M,4523
10/29/16,M,5540
10/4/16,M,9214
9/9/16,M,4585
11/22/16,E,5186
10/28/16,E,7808
10/3/16,E,9682
9/8/16,E,6064
11/22/16,M,7032
10/28/16,M,7089
10/3/16,M,4789
9/8/16,M,6136
9/7/16,E,1132
8/13/16,E,6254
7/19/16,E,3733
6/24/16,E,5287
9/7/16,M,3650
8/13/16,M,5531
7/19/16,M,9930
6/24/16,M,5775
9/6/16,E,6488
8/12/16,E,9744
7/18/16,E,8419
6/23/16,E,7147
9/6/16,M,4878
8/12/16,M,8200
7/18/16,M,3273
6/23/16,M,6088
9/5/16,E,9303
8/11/16,E,3282
7/17/16,E,4291
6/22/16,E,4956
9/5/16,M,3602
8/11/16,M,7525
7/17/16,M,1741
6/22/16,M,8006
9/4/16,E,7846
8/10/16,E,7117
7/16/16,E,6231
6/21/16,E,9068
9/4/16,M,2858
8/10/16,M,3647
7/16/16,M,4545
6/21/16,M,0115
9/3/16,E,9901
8/9/16,E,9541
7/15/16,E,7079
6/20/16,E,1674
9/3/16,M,8986
8/9/16,M,0292
7/15/16,M,1434
6/20/16,M,3665
9/2/16,E,0773
8/8/16,E,9220
7/14/16,E,4753
6/19/16,E,4407
9/2/16,M,5002
8/8/16,M,2175
7/14/16,M,3279
6/19/16,M,4786
9/1/16,E,9570
8/7/16,E,8244
7/13/16,E,4768
6/18/16,E,5706
9/1/16,M,1165
8/7/16,M,0223
7/13/16,M,1291
6/18/16,M,9793
8/31/16,E,1225
8/6/16,E,0001
7/12/16,E,6486
6/17/16,E,7250
8/31/16,M,1005
8/6/16,M,3967
7/12/16,M,4621
6/17/16,M,3284
8/30/16,E,8283
8/5/16,E,8924
7/11/16,E,5272
6/16/16,E,1375
8/30/16,M,7311
8/5/16,M,9233
7/11/16,M,8255
6/16/16,M,3297
8/29/16,E,7686
8/4/16,E,4628
7/10/16,E,2899
6/15/16,E,0283
8/29/16,M,9063
8/4/16,M,1026
7/10/16,M,3233
6/15/16,M,5496
8/28/16,E,0796
8/3/16,E,5466
7/9/16,E,1520
6/14/16,E,8329
8/28/16,M,3104
8/3/16,M,1047
7/9/16,M,6840
6/14/16,M,4665
8/27/16,E,5485
8/2/16,E,1841
7/8/16,E,9720
6/13/16,E,5674
8/27/16,M,2047
8/2/16,M,2488
7/8/16,M,7323
6/13/16,M,2960
8/26/16,E,7602
8/1/16,E,5748
7/7/16,E,1720
6/12/16,E,5493
8/26/16,M,6731
8/1/16,M,4549
7/7/16,M,5809
6/12/16,M,3599
8/25/16,E,2936
7/31/16,E,6415
7/6/16,E,1043
6/11/16,E,6826
8/25/16,M,8142
7/31/16,M,2060
7/6/16,M,4125
6/11/16,M,5279
8/24/16,E,1482
7/30/16,E,8831
7/5/16,E,0218
6/10/16,E,5745
8/24/16,M,9481
7/30/16,M,6352
7/5/16,M,5723
6/10/16,M,9718
8/23/16,E,8543
7/29/16,E,0644
7/4/16,E,5872
6/9/16,E,5669
8/23/16,M,9291
7/29/16,M,7440
7/4/16,M,6230
6/9/16,M,3765
8/22/16,E,6130
7/28/16,E,4735
7/3/16,E,6967
6/8/16,E,4693
8/22/16,M,0294
7/28/16,M,2224
7/3/16,M,9660
6/8/16,M,7314
8/21/16,E,7404
7/27/16,E,1800
7/2/16,E,4771
6/7/16,E,6770
8/21/16,M,2638
